session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
1,1,luesb5eq,1,Demographic,Introduction,1562339663,662,1,False
1,1,luesb5eq,2,Demographic,Questionaire,1562339686,23,1,False
1,1,luesb5eq,3,matrix_new,Start,1562339695,9,1,False
1,1,luesb5eq,4,matrix_new,training,1562339713,18,1,False
1,1,luesb5eq,5,matrix_new,training2,1562339717,4,1,False
1,1,luesb5eq,6,matrix_new,training3,1562339719,2,1,False
1,1,luesb5eq,7,matrix_new,q1,1562339731,12,1,False
1,1,luesb5eq,8,matrix_new,q2,1562339753,22,1,False
1,1,luesb5eq,9,matrix_new,q3,1562339764,11,1,False
1,1,luesb5eq,10,matrix_new,q4,1562339770,6,1,False
1,1,luesb5eq,11,matrix_new,q5,1562339777,7,1,False
1,1,luesb5eq,12,matrix_new,q6,1562339788,11,1,False
1,1,luesb5eq,13,matrix_new,q7,1562339800,12,1,False
1,1,luesb5eq,14,matrix_new,q8,1562339808,8,1,False
1,1,luesb5eq,15,matrix_new,q9,1562339818,10,1,False
1,1,luesb5eq,16,matrix_new,q10,1562339830,12,1,False
1,1,luesb5eq,17,matrix_new,Results,1562339839,9,1,False
1,1,luesb5eq,18,matrix_new,Payoff2,1562339845,6,1,False
1,1,luesb5eq,19,discrete,Introduction,1562339858,13,1,False
1,1,luesb5eq,20,discrete,Introduction2,1562339870,12,1,False
1,1,luesb5eq,21,discrete,Discrete,1562339872,2,1,False
1,1,luesb5eq,22,discrete,Belief,1562340178,306,1,False
1,1,luesb5eq,23,discrete,Belief3,1562340206,28,1,False
1,1,luesb5eq,24,discrete,Results,1562340218,12,1,False
1,1,luesb5eq,25,openquestion,Introduction,1562340251,33,1,False
1,1,luesb5eq,26,openquestion,Likert,1562340282,31,1,False
1,1,luesb5eq,27,scl,Instructions,1562340292,10,1,False
1,1,luesb5eq,28,scl,Decision,1562340310,18,1,False
1,1,luesb5eq,29,scl,Results,1562340312,2,1,False
1,1,luesb5eq,30,BFI_S,Introduction,1562340313,1,1,False
1,1,luesb5eq,31,BFI_S,Questionaire,1562340343,30,1,False
1,1,luesb5eq,32,final_payoff,Results,1562340352,9,1,False
1,1,luesb5eq,33,payment_info,PaymentInfo,1562340353,1,1,False
1,2,uvsh3p6x,1,Demographic,Introduction,1562339137,133,1,False
1,2,uvsh3p6x,2,Demographic,Questionaire,1562339156,19,1,False
1,2,uvsh3p6x,3,matrix_new,Start,1562339161,5,1,False
1,2,uvsh3p6x,4,matrix_new,training,1562339177,16,1,False
1,2,uvsh3p6x,5,matrix_new,training2,1562339183,6,1,False
1,3,h7cg5s7y,1,Demographic,Introduction,1562339013,5,1,False
1,3,h7cg5s7y,2,Demographic,Questionaire,1562339093,80,1,False
1,3,h7cg5s7y,3,matrix_new,Start,1562339103,10,1,False
1,3,h7cg5s7y,4,matrix_new,training,1562339147,44,1,False
1,3,h7cg5s7y,5,matrix_new,training2,1562339151,4,1,False
1,3,h7cg5s7y,6,matrix_new,training3,1562339156,5,1,False
1,3,h7cg5s7y,7,matrix_new,q1,1562339177,21,1,False
1,3,h7cg5s7y,8,matrix_new,q2,1562339191,14,1,False
1,3,h7cg5s7y,9,matrix_new,q3,1562339205,14,1,False
1,3,h7cg5s7y,10,matrix_new,q4,1562339231,26,1,False
1,3,h7cg5s7y,11,matrix_new,q5,1562339244,13,1,False
1,3,h7cg5s7y,12,matrix_new,q6,1562339278,34,1,False
1,3,h7cg5s7y,13,matrix_new,q7,1562339299,21,1,False
1,3,h7cg5s7y,14,matrix_new,q8,1562339319,20,1,False
1,3,h7cg5s7y,15,matrix_new,q9,1562339333,14,1,False
1,3,h7cg5s7y,16,matrix_new,q10,1562339340,7,1,False
1,3,h7cg5s7y,17,matrix_new,Results,1562339347,7,1,False
1,3,h7cg5s7y,18,matrix_new,Payoff2,1562339353,6,1,False
1,3,h7cg5s7y,19,discrete,Introduction,1562339372,19,1,False
1,3,h7cg5s7y,20,discrete,Introduction2,1562339377,5,1,False
1,3,h7cg5s7y,21,discrete,Discrete,1562339389,12,1,False
1,3,h7cg5s7y,22,discrete,Belief,1562339411,22,1,False
1,3,h7cg5s7y,23,discrete,Belief3,1562339451,40,1,False
1,3,h7cg5s7y,24,discrete,Results,1562339454,3,1,False
1,3,h7cg5s7y,25,openquestion,Introduction,1562339501,47,1,False
1,3,h7cg5s7y,26,openquestion,Likert,1562339533,32,1,False
1,3,h7cg5s7y,27,scl,Instructions,1562339537,4,1,False
1,3,h7cg5s7y,28,scl,Decision,1562339550,13,1,False
1,3,h7cg5s7y,29,scl,Results,1562339554,4,1,False
1,3,h7cg5s7y,30,BFI_S,Introduction,1562339559,5,1,False
1,3,h7cg5s7y,31,BFI_S,Questionaire,1562339590,31,1,False
1,3,h7cg5s7y,32,final_payoff,Results,1562339594,4,1,False
1,3,h7cg5s7y,33,payment_info,PaymentInfo,1562339613,19,1,False
1,4,n2w6995x,1,Demographic,Introduction,1562339043,35,1,False
1,4,n2w6995x,2,Demographic,Questionaire,1562339080,37,1,False
1,4,n2w6995x,3,matrix_new,Start,1562339109,29,1,False
1,4,n2w6995x,4,matrix_new,training,1562339123,14,1,False
1,4,n2w6995x,5,matrix_new,training2,1562339137,14,1,False
1,4,n2w6995x,6,matrix_new,training3,1562339178,41,1,False
1,4,n2w6995x,7,matrix_new,q1,1562339194,16,1,False
1,4,n2w6995x,8,matrix_new,q2,1562339210,16,1,False
1,4,n2w6995x,9,matrix_new,q3,1562339244,34,1,False
1,4,n2w6995x,10,matrix_new,q4,1562339254,10,1,False
1,4,n2w6995x,11,matrix_new,q5,1562339263,9,1,False
1,4,n2w6995x,12,matrix_new,q6,1562339279,16,1,False
1,4,n2w6995x,13,matrix_new,q7,1562339292,13,1,False
1,4,n2w6995x,14,matrix_new,q8,1562339313,21,1,False
1,4,n2w6995x,15,matrix_new,q9,1562339335,22,1,False
1,4,n2w6995x,16,matrix_new,q10,1562339350,15,1,False
1,4,n2w6995x,17,matrix_new,Results,1562339363,13,1,False
1,4,n2w6995x,18,matrix_new,Payoff2,1562339375,12,1,False
1,4,n2w6995x,19,discrete,Introduction,1562339469,94,1,False
1,4,n2w6995x,20,discrete,Introduction2,1562339496,27,1,False
1,4,n2w6995x,21,discrete,Discrete,1562339500,4,1,False
1,4,n2w6995x,22,discrete,Belief,1562339542,42,1,False
1,4,n2w6995x,23,discrete,Belief3,1562339592,50,1,False
1,4,n2w6995x,24,discrete,Results,1562339610,18,1,False
1,4,n2w6995x,25,openquestion,Introduction,1562339686,76,1,False
1,4,n2w6995x,26,openquestion,Likert,1562339734,48,1,False
1,4,n2w6995x,27,scl,Instructions,1562339758,24,1,False
1,4,n2w6995x,28,scl,Decision,1562339781,23,1,False
1,4,n2w6995x,29,scl,Results,1562339792,11,1,False
1,4,n2w6995x,30,BFI_S,Introduction,1562339797,5,1,False
1,4,n2w6995x,31,BFI_S,Questionaire,1562339843,46,1,False
1,4,n2w6995x,32,final_payoff,Results,1562339860,17,1,False
1,4,n2w6995x,33,payment_info,PaymentInfo,1562339864,4,1,False
1,5,mdaku1ls,1,Demographic,Introduction,1562339014,5,1,False
1,5,mdaku1ls,2,Demographic,Questionaire,1562339036,22,1,False
1,5,mdaku1ls,3,matrix_new,Start,1562339069,33,1,False
1,5,mdaku1ls,4,matrix_new,training,1562339131,62,1,False
1,5,mdaku1ls,5,matrix_new,training2,1562339138,7,1,False
1,5,mdaku1ls,6,matrix_new,training3,1562339145,7,1,False
1,5,mdaku1ls,7,matrix_new,q1,1562339155,10,1,False
1,5,mdaku1ls,8,matrix_new,q2,1562339168,13,1,False
1,5,mdaku1ls,9,matrix_new,q3,1562339196,28,1,False
1,5,mdaku1ls,10,matrix_new,q4,1562339206,10,1,False
1,5,mdaku1ls,11,matrix_new,q5,1562339230,24,1,False
1,5,mdaku1ls,12,matrix_new,q6,1562339241,11,1,False
1,5,mdaku1ls,13,matrix_new,q7,1562339258,17,1,False
1,5,mdaku1ls,14,matrix_new,q8,1562339277,19,1,False
1,5,mdaku1ls,15,matrix_new,q9,1562339295,18,1,False
1,5,mdaku1ls,16,matrix_new,q10,1562339303,8,1,False
1,5,mdaku1ls,17,matrix_new,Results,1562339314,11,1,False
1,5,mdaku1ls,18,matrix_new,Payoff2,1562339326,12,1,False
1,5,mdaku1ls,19,discrete,Introduction,1562339419,93,1,False
1,5,mdaku1ls,20,discrete,Introduction2,1562339443,24,1,False
1,5,mdaku1ls,21,discrete,Discrete,1562339450,7,1,False
1,5,mdaku1ls,22,discrete,Belief,1562339491,41,1,False
1,5,mdaku1ls,23,discrete,Belief3,1562339520,29,1,False
1,5,mdaku1ls,24,discrete,Results,1562339549,29,1,False
1,5,mdaku1ls,25,openquestion,Introduction,1562339597,48,1,False
1,5,mdaku1ls,26,openquestion,Likert,1562339634,37,1,False
1,5,mdaku1ls,27,scl,Instructions,1562339644,10,1,False
1,5,mdaku1ls,28,scl,Decision,1562339656,12,1,False
1,5,mdaku1ls,29,scl,Results,1562339661,5,1,False
1,5,mdaku1ls,30,BFI_S,Introduction,1562339665,4,1,False
1,5,mdaku1ls,31,BFI_S,Questionaire,1562339708,43,1,False
1,5,mdaku1ls,32,final_payoff,Results,1562339716,8,1,False
1,5,mdaku1ls,33,payment_info,PaymentInfo,1562339717,1,1,False
1,6,rjnkvx4d,1,Demographic,Introduction,1562339024,11,1,False
1,6,rjnkvx4d,2,Demographic,Questionaire,1562339082,58,1,False
1,6,rjnkvx4d,3,matrix_new,Start,1562339120,38,1,False
1,6,rjnkvx4d,4,matrix_new,training,1562339214,94,1,True
1,6,rjnkvx4d,5,matrix_new,training2,1562339248,34,1,False
1,6,rjnkvx4d,6,matrix_new,training3,1562339254,6,1,False
1,6,rjnkvx4d,7,matrix_new,q1,1562339278,24,1,False
1,6,rjnkvx4d,8,matrix_new,q2,1562339308,30,1,False
1,6,rjnkvx4d,9,matrix_new,q3,1562339334,26,1,False
1,6,rjnkvx4d,10,matrix_new,q4,1562339351,17,1,False
1,6,rjnkvx4d,11,matrix_new,q5,1562339362,11,1,False
1,6,rjnkvx4d,12,matrix_new,q6,1562339413,51,1,False
1,6,rjnkvx4d,13,matrix_new,q7,1562339431,18,1,False
1,6,rjnkvx4d,14,matrix_new,q8,1562339517,86,1,False
1,6,rjnkvx4d,15,matrix_new,q9,1562339549,32,1,False
1,6,rjnkvx4d,16,matrix_new,q10,1562339563,14,1,False
1,6,rjnkvx4d,17,matrix_new,Results,1562339576,13,1,False
1,6,rjnkvx4d,18,matrix_new,Payoff2,1562339594,18,1,False
1,6,rjnkvx4d,19,discrete,Introduction,1562339713,119,1,False
