participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,Demographic.1.player.id_in_group,Demographic.1.player.age,Demographic.1.player.gender,Demographic.1.player.nationality,Demographic.1.player.residency,Demographic.1.player.ethnicity,Demographic.1.player.education,Demographic.1.player.payoff,Demographic.1.group.id_in_subsession,Demographic.1.subsession.round_number,matrix_new.1.player.id_in_group,matrix_new.1.player.answer_q01,matrix_new.1.player.answer_q02,matrix_new.1.player.start_time0,matrix_new.1.player.elapsed_time0,matrix_new.1.player.count0,matrix_new.1.player.is_correct0,matrix_new.1.player.score,matrix_new.1.player.test_matrix1,matrix_new.1.player.test_matrix2,matrix_new.1.player.answer_q11,matrix_new.1.player.answer_q12,matrix_new.1.player.start_time1,matrix_new.1.player.elapsed_time1,matrix_new.1.player.is_correct1,matrix_new.1.player.count1,matrix_new.1.player.score1,matrix_new.1.player.answer_q21,matrix_new.1.player.answer_q22,matrix_new.1.player.start_time2,matrix_new.1.player.elapsed_time2,matrix_new.1.player.is_correct2,matrix_new.1.player.count2,matrix_new.1.player.score2,matrix_new.1.player.answer_q31,matrix_new.1.player.answer_q32,matrix_new.1.player.start_time3,matrix_new.1.player.elapsed_time3,matrix_new.1.player.is_correct3,matrix_new.1.player.count3,matrix_new.1.player.score3,matrix_new.1.player.answer_q41,matrix_new.1.player.answer_q42,matrix_new.1.player.start_time4,matrix_new.1.player.elapsed_time4,matrix_new.1.player.is_correct4,matrix_new.1.player.count4,matrix_new.1.player.score4,matrix_new.1.player.answer_q51,matrix_new.1.player.answer_q52,matrix_new.1.player.start_time5,matrix_new.1.player.elapsed_time5,matrix_new.1.player.is_correct5,matrix_new.1.player.count5,matrix_new.1.player.score5,matrix_new.1.player.answer_q61,matrix_new.1.player.answer_q62,matrix_new.1.player.start_time6,matrix_new.1.player.elapsed_time6,matrix_new.1.player.is_correct6,matrix_new.1.player.count6,matrix_new.1.player.score6,matrix_new.1.player.answer_q71,matrix_new.1.player.answer_q72,matrix_new.1.player.start_time7,matrix_new.1.player.elapsed_time7,matrix_new.1.player.is_correct7,matrix_new.1.player.count7,matrix_new.1.player.score7,matrix_new.1.player.answer_q81,matrix_new.1.player.answer_q82,matrix_new.1.player.start_time8,matrix_new.1.player.elapsed_time8,matrix_new.1.player.is_correct8,matrix_new.1.player.count8,matrix_new.1.player.score8,matrix_new.1.player.answer_q91,matrix_new.1.player.answer_q92,matrix_new.1.player.start_time9,matrix_new.1.player.elapsed_time9,matrix_new.1.player.is_correct9,matrix_new.1.player.count9,matrix_new.1.player.score9,matrix_new.1.player.answer_q101,matrix_new.1.player.answer_q102,matrix_new.1.player.start_time10,matrix_new.1.player.elapsed_time10,matrix_new.1.player.is_correct10,matrix_new.1.player.count10,matrix_new.1.player.score10,matrix_new.1.player.matrix_payoff0,matrix_new.1.player.matrix_payoff,matrix_new.1.player.avg_score,matrix_new.1.player.payoff,matrix_new.1.group.id_in_subsession,matrix_new.1.subsession.round_number,discrete.1.player.id_in_group,discrete.1.player.test_intro1,discrete.1.player.test_intro2,discrete.1.player.test_belief1,discrete.1.player.test_belief2,discrete.1.player.time9,discrete.1.player.choice1,discrete.1.player.rand_choice,discrete.1.player.predalg,discrete.1.player.predhum,discrete.1.player.beliefalgorithm,discrete.1.player.beliefhuman,discrete.1.player.gender2,discrete.1.player.ethnicity2,discrete.1.player.age2,discrete.1.player.education2,discrete.1.player.payoff_belief_a,discrete.1.player.payoff_choice_a,discrete.1.player.payoff_belief_h,discrete.1.player.payoff_choice_h,discrete.1.player.payoff_belief,discrete.1.player.payoff_choice,discrete.1.player.accuracyalgorithm,discrete.1.player.accuracyhuman,discrete.1.player.treatment,discrete.1.player.test,discrete.1.player.test2,discrete.1.player.random_draw,discrete.1.player.payoff,discrete.1.group.id_in_subsession,discrete.1.subsession.round_number,openquestion.1.player.id_in_group,openquestion.1.player.test_intro,openquestion.1.player.choice1,openquestion.1.player.beliefa,openquestion.1.player.beliefh,openquestion.1.player.explanation,openquestion.1.player.explanation2,openquestion.1.player.fair,openquestion.1.player.transparent,openquestion.1.player.simpler,openquestion.1.player.familiar,openquestion.1.player.characteristics,openquestion.1.player.previous_performance,openquestion.1.player.discriminate,openquestion.1.player.quickly,openquestion.1.player.error,openquestion.1.player.other,openquestion.1.player.x1,openquestion.1.player.x2,openquestion.1.player.x3,openquestion.1.player.x4,openquestion.1.player.x5,openquestion.1.player.payoff,openquestion.1.group.id_in_subsession,openquestion.1.subsession.round_number,scl.1.player.id_in_group,scl.1.player.lottery_choice,scl.1.player.outcome_to_pay,scl.1.player.outcome_lo,scl.1.player.outcome_hi,scl.1.player.payoff,scl.1.group.id_in_subsession,scl.1.subsession.round_number,BFI_S.1.player.id_in_group,BFI_S.1.player.Worry,BFI_S.1.player.Nervous,BFI_S.1.player.Relax,BFI_S.1.player.Talkative,BFI_S.1.player.Sociable,BFI_S.1.player.Reserved,BFI_S.1.player.Original,BFI_S.1.player.Artistic,BFI_S.1.player.Active_imagination,BFI_S.1.player.Rude,BFI_S.1.player.Forgiving,BFI_S.1.player.Considerate,BFI_S.1.player.Thorough_job,BFI_S.1.player.Lazy,BFI_S.1.player.Efficient,BFI_S.1.player.Neuroticism,BFI_S.1.player.Extraversion,BFI_S.1.player.Openness,BFI_S.1.player.Agreeableness,BFI_S.1.player.Conscientiousness,BFI_S.1.player.payoff,BFI_S.1.group.id_in_subsession,BFI_S.1.subsession.round_number,final_payoff.1.player.id_in_group,final_payoff.1.player.matrix_payoff,final_payoff.1.player.mpl_payoff,final_payoff.1.player.belief_payoff,final_payoff.1.player.belief_choice,final_payoff.1.player.payoff,final_payoff.1.group.id_in_subsession,final_payoff.1.subsession.round_number,payment_info.1.player.id_in_group,payment_info.1.player.payoff_backup,payment_info.1.player.payoff,payment_info.1.group.id_in_subsession,payment_info.1.subsession.round_number
11,ew013w0m,,0,34,33,payment_info,PaymentInfo,10.69.88.164,2019-07-05 15:03:34.362545+00:00,1,A2K53OHEY92410,3FFJ6VRIL1O3CI9XRZ8LWPC00T8I0D,2.87,2.97,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,11,8,0,US,US,White,6,0,1,1,11,79,21,1562339070,28.94,1,0,,,,63,37,1562339107,65.25,0,1,,85,15,1562339172,18.86,0,1,,84,16,1562339191,20.02,0,1,,97,3,1562339211,14.09,0,1,,87,13,1562339225,26.51,0,1,,77,23,1562339252,29.8,0,1,,96,4,1562339282,16.07,0,1,,74,26,1562339298,23.85,0,1,,57,43,1562339322,13.33,0,1,,80,20,1562339335,8.75,0,1,,1.02,,66.3,1.28,1,1,11,1,1,0,1,13.33,0,0,22.72,31.15,30,20,0,1,8,6,0.47,1.12,0,1.12,,,50,10,baseline,82,5,1,1.59,1,1,11,,0,30,20,different task,good,3,3,3,3,3,3,3,3,3,3,,,,,,0,1,1,11,5,low,0,1.5,0,1,1,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,0,1,1,11,,,,,0,1,1,11,,0,1,1
12,fsfi8wrc,,0,1,33,Demographic,Introduction,10.47.223.15,2019-07-05 15:03:34.777757+00:00,1,A25FH7PXC446RG,3P529IW9KYLWZNWTFKOJRCRWNZRFLS,0,0.1,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,12,,,,,,,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,transp,,,,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,0,1,1,12,,,,,0,1,1,12,,,,,,,,,,,,,,,,,,,,,0,1,1,12,,,,,0,1,1,12,,0,1,1
13,0ful9fsq,,0,34,33,payment_info,PaymentInfo,10.30.70.204,2019-07-05 15:03:34.745455+00:00,1,A5E2P5F1AXYZ1,30H4UDGLT2ISWI38TZL33JKPPA4PM7,4.81,4.91,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,13,9,0,US,US,White,5,0,1,1,13,79,21,1562339061,16.43,1,0,,,,63,37,1562339091,9.38,0,1,,85,15,1562339100,8.72,0,1,,84,16,1562339109,28.14,0,2,,97,3,1562339137,5.13,0,1,,87,13,1562339142,10.58,0,1,,77,23,1562339153,12.39,0,1,,4,96,1562339165,13.36,0,1,,74,26,1562339179,9.8,0,1,,43,57,1562339188,16.83,0,1,,20,80,1562339205,18.41,0,1,,1.23,,76.7,1.22,1,1,13,1,1,0,1,16.83,1,0,24.62,17.16,15,17,0,1,9,5,0.07,1.09,1,1.09,,,98,90,baseline,68,8,0,2.09,1,1,13,,1,15,17,I though the algorithmic recruiter would be more accurate and less likely to have bias and it made more sense to me to pick this option.,I thought the human would round up my session 9 score to the nearest second while the algorithm would use an averaging method and be more likely to round downward based on my other scores in this task.,4,4,4,2,3,4,2,5,2,3,,,,,,0,1,1,13,5,high,0,1.5,1.5,1,1,13,4,4,3,2,2,4,4,5,4,2,2,5,4,1,4,,,,,,0,1,1,13,,,,,0,1,1,13,,0,1,1
14,qcuwsvmi,,0,1,33,Demographic,Introduction,10.63.198.238,2019-07-05 15:03:36.629366+00:00,1,A1CYD871I8ZQKK,3I02618YA06B9Q8H21CPUT1J2W7UP4,0,0.1,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,14,,,,,,,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,transp,,,,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,0,1,1,14,,,,,0,1,1,14,,,,,,,,,,,,,,,,,,,,,0,1,1,14,,,,,0,1,1,14,,0,1,1
15,0lh9fk6e,,0,34,33,payment_info,PaymentInfo,10.5.172.81,2019-07-05 15:03:36.908290+00:00,1,ASTDBTVY3WP1K,30X31N5D63QO79ABODZSPXU0IDMSA6,4.56,4.66,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,15,7,0,US,US,White,4,0,1,1,15,21,79,1562341195,11.51,1,0,,,,63,37,1562341222,7.75,0,1,,15,85,1562341230,21.79,0,2,,16,84,1562341252,11.71,0,1,,3,97,1562341264,6.66,0,1,,87,13,1562341270,5.28,0,1,,77,23,1562341275,6.86,0,1,,4,96,1562341282,6.09,0,1,,26,74,1562341288,7.72,0,1,,43,57,1562341296,27.6,0,1,,80,20,1562341324,7.81,0,1,,1.31,,79.1,1.04,1,1,15,1,1,0,1,27.6,0,0,28.12,31.11,28,30,0,1,7,4,1,1.03,0.99,1.03,,,85,85,baseline,75,7,0,2.02,1,1,15,,0,28,30,I thought a human might be more likely to take into account that I only had one error in the exercise.,"I figured they'd be close to one another ,for sure, if not the same. I predicted accordingly.",3,3,2,2,2,3,2,3,3,2,,,,,,0,1,1,15,5,high,0,1.5,1.5,1,1,15,2,1,4,3,4,2,4,5,4,1,4,4,4,1,5,,,,,,0,1,1,15,,,,,0,1,1,15,,0,1,1
16,xjpt58zu,,0,19,33,discrete,Introduction,10.63.65.143,2019-07-05 15:03:37.568190+00:00,1,A1CVJIKV6XJ6G8,392CY0QWG1RKB6RYA0VN8S2DH5OI4T,1.13,1.23,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,16,8,0,DO,US,Hispanic,5,0,1,1,16,21,79,1562339332,41.01,1,0,,,,63,37,1562339397,10.82,0,1,,85,15,1562339408,9.56,0,1,,16,84,1562339417,70.87,0,1,,97,3,1562339488,9.54,0,1,,87,13,1562339498,19.39,0,1,,77,23,1562339517,28.3,0,1,,4,96,1562339545,7.62,0,1,,26,74,1562339553,11.5,0,1,,43,57,1562339564,22.34,0,1,,80,20,1562339587,12.22,0,1,,0.82,,69.8,1.13,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,transp,,,,0,1,1,16,,,,,,,,,,,,,,,,,,,,,,0,1,1,16,,,,,0,1,1,16,,,,,,,,,,,,,,,,,,,,,0,1,1,16,,,,,0,1,1,16,,0,1,1
17,vjz9taz7,,0,34,33,payment_info,PaymentInfo,10.7.170.84,2019-07-05 15:03:38.335008+00:00,1,A2HG1N3BVQO6I,3L2IS5HSFAIB65W4MMZXQ4WO2H6UN8,3.39,3.49,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,17,10,0,US,US,White,2,0,1,1,17,79,21,1562339123,20.18,1,0,,,,63,37,1562339164,12.3,0,1,,85,15,1562339176,21.03,0,1,,84,16,1562339197,16.09,0,1,,97,3,1562339214,17.81,0,1,,87,13,1562339231,12.27,0,1,,77,23,1562339244,48.11,0,1,,96,4,1562339292,22,0,1,,74,26,1562339314,34.99,0,1,,43,57,1562339349,36.6,0,1,,80,20,1562339385,20.21,0,1,,1.16,,65.9,0.89,1,1,17,1,1,0,1,36.6,1,1,33.72,18.157,42,50,0,1,10,2,0.31,0.94,0,0.94,,,90,80,baseline,25,9,1,1.25,1,1,17,,1,42,50,I just thought the computer would be off in my favor more than a human would be.,"Both were just a random guess, I honestly had no idea either way.",3,4,3,2,2,3,1,4,4,2,,,,,,0,1,1,17,4,high,0.13,1.25,1.25,1,1,17,2,3,3,2,2,5,4,4,4,4,4,4,5,1,5,,,,,,0,1,1,17,,,,,0,1,1,17,,0,1,1
18,2ysbuuyi,,0,34,33,payment_info,PaymentInfo,10.123.204.200,2019-07-05 15:03:41.139520+00:00,1,A1F34ZP6YNI98F,3634BBTX0OUU9MONUHR6ZWZ46VXFIE,3.85,3.95,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,18,5,0,US,US,White,4,0,1,1,18,79,21,1562339081,37.06,1,0,,,,63,37,1562339131,34.23,0,1,,15,85,1562339166,56.63,0,1,,16,84,1562339222,31.48,0,1,,97,3,1562339254,16.99,0,1,,13,87,1562339271,16.08,0,1,,23,77,1562339287,16.42,0,1,,96,4,1562339303,13.63,0,1,,26,74,1562339317,27.51,0,1,,43,57,1562339344,36.48,0,1,,80,20,1562339381,17.79,0,1,,0.88,,63.3,0.89,1,1,18,1,1,0,1,36.48,1,1,31.32,31.11,30,30,0,1,5,4,0.98,0.98,0.99,0.98,,,60,50,transp,75,7,1,1.96,1,1,18,,1,30,30,I felt like I understood it's method of calculations.,I feel like since they have the same data. it would be about the same,4,4,4,3,2,2,1,4,2,2,,,,,,0,1,1,18,3,high,0.25,1,1,1,1,18,4,4,3,2,2,5,4,5,5,2,4,4,5,2,4,,,,,,0,1,1,18,,,,,0,1,1,18,,0,1,1
19,cgkstjzc,,0,34,33,payment_info,PaymentInfo,10.51.160.108,2019-07-05 15:03:41.363917+00:00,1,A36T173B6ZGBL8,3FE2ERCCZX8GWLOK6F0GVN9UKAJPOM,2.91,3.01,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,19,4,0,US,US,White,7,0,1,1,19,21,79,1562339085,17.38,1,0,,,,63,37,1562339113,14.25,0,1,,85,15,1562339127,9.46,0,1,,84,16,1562339137,9.08,0,1,,3,97,1562339146,9.68,0,1,,87,13,1562339155,6.3,0,1,,77,23,1562339162,12.64,0,1,,4,96,1562339174,23.16,0,1,,74,26,1562339197,14.38,0,1,,57,43,1562339212,14.59,0,1,,20,80,1562339226,8.76,0,1,,1.21,,77.8,1.26,1,1,19,1,1,0,1,14.59,1,0,21.1,11.738,20,25,0,1,4,7,0.99,1.15,0,1.15,,,90,90,baseline,37,9,0,1.15,1,1,19,,1,20,25,I thought it might be more objective than the human recruiter.,"I thought the algorithm would be closer to accurate. I figured that the human would make assumptions based on my gender, etc.",4,4,4,2,2,4,2,4,3,2,,,,,,0,1,1,19,1,high,0.5,0.5,0.5,1,1,19,5,5,3,4,4,3,3,3,2,3,4,4,5,2,5,,,,,,0,1,1,19,,,,,0,1,1,19,,0,1,1
20,4zrblqwg,,0,34,33,payment_info,PaymentInfo,10.13.174.122,2019-07-05 15:03:45.166160+00:00,1,AHIJACUG7ZL9B,3BXQMRHWKZY5ONB4ALKXDP7OXRWUM8,3.04,3.14,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,20,6,0,US,US,White,7,0,1,1,20,21,79,1562339069,24.17,1,0,,,,63,37,1562339118,7.27,0,1,,15,85,1562339125,14.38,0,1,,84,16,1562339140,7.33,0,1,,3,97,1562339147,5.1,0,1,,13,87,1562339152,5.64,0,1,,23,77,1562339158,15.4,0,2,,4,96,1562339173,5.26,0,1,,74,26,1562339178,24.88,0,2,,43,57,1562339203,8.68,0,1,,20,80,1562339212,18.92,0,2,,1.1,,78.7,1.36,1,1,20,1,1,0,1,8.68,0,0,19.47,17.105,7,6,0,1,6,7,0,1.18,0,1.18,,,80,60,transp,27,9,0,1.18,1,1,20,,0,7,6,I tried to make an educated guess.,I though the human would give me less credit.,4,4,5,3,2,5,2,4,2,1,,,,,,0,1,1,20,1,high,0.5,0.5,0.5,1,1,20,4,4,2,5,4,2,3,1,2,4,4,4,5,1,4,,,,,,0,1,1,20,,,,,0,1,1,20,,0,1,1
21,324y85hb,,0,2,33,Demographic,Questionaire,10.31.50.114,2019-07-05 15:03:46.302489+00:00,1,A3AV8KOZW78IEW,37KGEN7NJ3QYHL0LLFDVKNEKUFFPP3,0,0.1,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,21,,,,,,,0,1,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,21,,,,,,,,,,,,,,,,,,,,,,,,baseline,,,,0,1,1,21,,,,,,,,,,,,,,,,,,,,,,0,1,1,21,,,,,0,1,1,21,,,,,,,,,,,,,,,,,,,,,0,1,1,21,,,,,0,1,1,21,,0,1,1
22,epvsyqzr,,0,34,33,payment_info,PaymentInfo,10.5.242.202,2019-07-05 15:03:46.310344+00:00,1,AY9ZVK32I1P1L,32EYX73OY09WL3OWFTGEZO1Y3EVURW,3.08,3.18,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,22,7,0,US,US,White,7,0,1,1,22,79,21,1562340088,16.76,1,0,,,,37,63,1562340158,15.04,0,1,,85,15,1562340173,44.04,0,1,,84,16,1562340218,21.72,0,1,,97,3,1562340239,22.23,0,1,,87,13,1562340261,40.41,0,1,,77,23,1562340302,53.26,0,1,,96,4,1562340355,84.38,0,1,,74,26,1562340440,18.92,0,1,,43,57,1562340458,16.25,0,1,,80,20,1562340475,18.78,0,1,,1.22,,56.5,1.23,1,1,22,1,1,0,1,16.25,1,0,24.23,20.325,1,3,0,1,7,7,0,1.1,0,1.1,,,70,50,transp,7,9,0,1.1,1,1,22,,1,1,3,I knew it would be quicker.,I thought it wouldn't take that much time but knew the algorithmic would be quicker.,3,4,4,1,2,3,1,5,2,2,,,,,,0,1,1,22,2,high,0.38,0.75,0.75,1,1,22,4,4,2,2,1,3,4,4,4,2,4,3,4,2,4,,,,,,0,1,1,22,,,,,0,1,1,22,,0,1,1
23,b24xlh9e,,0,3,33,matrix_new,Start,10.43.212.23,2019-07-05 15:03:47.938199+00:00,1,A37KREDYGDTP4U,3DYGAII7PL8JHX10LSSKKS4UZB1PQU,0,0.1,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,23,3,1,US,US,White,4,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,baseline,,,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,0,1,1,23,,,,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,0,1,1,23,,,,,0,1,1,23,,0,1,1
24,4ilujfeh,,0,1,33,Demographic,Introduction,10.69.187.197,2019-07-05 15:03:47.678860+00:00,1,A3E7MGXT8PW3N8,3ZSANO2JCF7J30RJZTLK3Y5RFTZSFJ,0,0.1,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,24,,,,,,,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,transp,,,,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,0,1,1,24,,,,,0,1,1,24,,,,,,,,,,,,,,,,,,,,,0,1,1,24,,,,,0,1,1,24,,0,1,1
25,jwq9i9cg,,0,5,33,matrix_new,training2,10.31.50.114,2019-07-05 15:03:47.609246+00:00,1,A5QPJC897RQAD,3OCHAWUVGOK2F35WUEI4IJEO24IKXL,0,0.1,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,25,4,1,US,US,White,5,0,1,1,25,0,0,1562339161,90.5,4,1,,,,,,1562339161,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,baseline,,,,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,0,1,1,25,,,,,0,1,1,25,,,,,,,,,,,,,,,,,,,,,0,1,1,25,,,,,0,1,1,25,,0,1,1
26,7cch8ubc,,0,34,33,payment_info,PaymentInfo,10.29.82.72,2019-07-05 15:47:18.291107+00:00,1,AA06VO3XJ6KZZ,3E1QT0TDFP9LU7E0M3L0P4IIJRKI80,3.59,3.69,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,26,4,0,US,US,White,5,0,1,1,26,79,21,1562341909,20.06,1,0,,,,63,37,1562341944,8.43,0,1,,85,15,1562341952,10.9,0,1,,84,16,1562341963,14.6,0,1,,97,3,1562341978,6.52,0,1,,87,13,1562341984,18.69,0,1,,77,23,1562342003,54.56,0,1,,96,4,1562342058,6.41,0,1,,74,26,1562342064,13.03,0,1,,43,57,1562342077,27.88,0,1,,80,20,1562342105,22.17,0,1,,1.17,,71.6,1.04,1,1,26,1,1,0,1,27.88,1,0,26.73,23.257,1,5,0,1,4,5,0,1.05,0,1.05,,,100,50,transp,55,9,0,1.05,1,1,26,,1,1,5,I thought it because it was AI,Just my guess,5,5,2,4,4,4,5,5,1,5,,,,,,0,1,1,26,5,high,0,1.5,1.5,1,1,26,1,1,5,5,5,5,5,5,5,1,5,5,5,1,5,,,,,,0,1,1,26,,,,,0,1,1,26,,0,1,1
27,kiew5avk,,0,34,33,payment_info,PaymentInfo,10.141.86.140,2019-07-05 15:03:48.575382+00:00,1,A23VM3SZWYATBO,31IBVUNM9SZZVS8NTOQPELPYEXTFVB,3.73,3.83,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,27,9,0,US,US,White,3,0,1,1,27,79,21,1562339105,29.93,1,0,,,,63,37,1562339152,19.93,0,1,,85,15,1562339171,27.39,0,1,,84,16,1562339199,11.4,0,1,,3,97,1562339210,25.72,0,1,,87,13,1562339236,35.8,0,1,,77,23,1562339272,16.64,0,1,,96,4,1562339288,9.45,0,1,,26,74,1562339298,54.03,0,1,,57,43,1562339352,20.91,0,1,,20,80,1562339373,9.21,0,1,,1,,66.9,1.15,1,1,27,1,1,0,1,20.91,0,1,25.36,24.35,25,25,0,1,9,3,1,1.08,1,1.08,,,50,50,baseline,13,5,0,2.08,1,1,27,,0,25,25,I prefer human interaction.  It's more personal.,I thought they'd both be about the same.,3,2,3,1,1,1,1,4,3,1,,,,,,0,1,1,27,1,high,0.5,0.5,0.5,1,1,27,1,1,5,5,4,3,3,4,5,1,4,5,4,1,4,,,,,,0,1,1,27,,,,,0,1,1,27,,0,1,1
28,bobw9g5q,,0,34,33,payment_info,PaymentInfo,10.35.248.194,2019-07-05 15:03:49.553325+00:00,1,A2BF2FUO6F63N7,3YHH42UU5BF52JH3C25YO54SHX2L0U,2.35,2.45,o539rllm,,,36FQTHX3Z3RMKIXUE9TLNGA43BT3B5,3GRRK9BQWREOB4YC89R86SOLHSUDPY,,0,0.1,1,28,6,0,CN,US,Asian,7,0,1,1,28,79,21,1562339088,18.41,1,0,,,,63,37,1562339139,44.82,0,1,,85,15,1562339184,19.62,0,1,,84,16,1562339204,25.42,0,1,,3,97,1562339229,13.67,0,1,,87,13,1562339243,23.62,0,1,,77,23,1562339266,14.9,0,1,,96,4,1562339281,11.45,0,1,,26,74,1562339293,11.71,0,1,,57,43,1562339304,30.22,0,1,,80,20,1562339335,24.44,0,1,,1.19,,68,1,1,1,28,1,1,0,1,30.22,1,0,31.92,19.08,30,30,0,0,6,7,0.96,0.97,0,0.97,,,10,10,transp,75,8,0,0.97,1,1,28,,1,30,30,"algorithmic will give a right number, and sometime humain made mistake,",it's the average time I spend,4,4,4,3,2,4,2,4,1,3,,,,,,0,1,1,28,2,low,0.38,0.75,0.38,1,1,28,4,4,2,1,1,5,4,3,4,1,4,5,4,1,5,,,,,,0,1,1,28,,,,,0,1,1,28,,0,1,1
